bike_station_location,name,main_category,address,distance_away
"45.52996934,-122.6632373",Gluten Free Gem Portland,Bakery,140 NE Broadway St,546
"45.52996934,-122.6632373",creo CHOCOLATE,Candy Store,122 NE Broadway St,554
"45.52996934,-122.6632373",Upright Brewing,Bar,240 N Broadway,674
"45.52996934,-122.6632373",Veterans Memorial Coliseum,Music Venue,300 N Winning Way,510
"45.51434624,-122.6558371",Kachka Co.,Russian Restaurant,960 SE 11th Ave,183
"45.51434624,-122.6558371",Good Coffee,Café,1150 SE 12th Ave,186
"45.51434624,-122.6558371",Hawthorne Asylum,Street Food Gathering,1080 SE Madison St,186
"45.51434624,-122.6558371",Roseline Coffee,Coffee Shop,1015 SE 11th Ave,166
"45.51434624,-122.6558371",White Owl Social Club,Lounge,1305 SE 8th Ave,185
"45.51434624,-122.6558371",Cascade Brewing,Bar,939 SE Belmont St,250
"45.51434624,-122.6558371",Pyro Pizza,Pizzeria,1207 SE Hawthorne Blvd,285
"45.51434624,-122.6558371",Afuri Ramen,Ramen Restaurant,923 SE 7th Ave,304
"45.51434624,-122.6558371",Lardo,American Restaurant,1212 SE Hawthorne Blvd,330
"45.51434624,-122.6558371",Pepper Box Cafe,Café,932 SE Morrison St,306
"45.52500056,-122.6811048",Teardrop Lounge,Cocktail Bar,1015 NW Everett St,38
"45.52500056,-122.6811048",Deschutes Brewery Portland Public House,Bar,210 NW 11th Ave,85
"45.52500056,-122.6811048",Pho Van Fresh,Vietnamese Restaurant,1012 NW Glisan St,160
"45.52500056,-122.6811048",Powell's Books Orange Room,Bookstore,1005 W Burnside St,171
"45.52500056,-122.6811048",Powell's Books Rose Room,Bookstore,1005 W Burnside St,170
"45.52500056,-122.6811048",Powell's City of Books,Bookstore,1005 W Burnside St,203
"45.52500056,-122.6811048",Powell's Books,Bookstore,1005 W Burnside St,203
"45.52500056,-122.6811048",Mediterranean Exploration Company,Mediterranean Restaurant,333 NW 13th Ave,264
"45.52500056,-122.6811048",Break Bread,Deli,1106 NW Hoyt St,257
"45.52500056,-122.6811048",Wailua Shave Ice,Dessert Shop,1022 W Burnside St,285
"45.51782551,-122.6724963",40 LBS Coffee Bar,Café,824 SW 2nd Ave,210
"45.51782551,-122.6724963",Luc Luc Vietnamese Kitchens,Vietnamese Restaurant,835 SW 2nd Ave,234
"45.51782551,-122.6724963",2nd Avenue Records,Music Store,400 SW 2nd Ave,246
"45.51782551,-122.6724963",Killer Burger,Bar,510 SW 3rd Ave,245
"45.51782551,-122.6724963",Portland Burger,Beer Bar,304 SW 2nd Ave,288
"45.51782551,-122.6724963",Salmon Street Springs Fountain,Park,501-695 SW Naito Pkwy,280
"45.51782551,-122.6724963",Tiffany & Co.,Jewelry Store,330 SW Yamhill St,323
"45.51782551,-122.6724963",Huber's Cafe,Dining and Drinking,411 SW 3rd Ave,295
"45.51782551,-122.6724963",Governor Tom McCall Waterfront Park,Urban Park,Naito Parkway,355
"45.51782551,-122.6724963",Lechon,American Restaurant,113 SW Naito Pkwy,409
"45.51889487,-122.6774061",MUJI,Retail,621 SW 5th Ave,21
"45.51889487,-122.6774061",Tiffany & Co.,Jewelry Store,330 SW Yamhill St,156
"45.51889487,-122.6774061",Veggie Grill,Vegan and Vegetarian Restaurant,508 SW Taylor St,187
"45.51889487,-122.6774061",Killer Burger,Bar,510 SW 3rd Ave,209
"45.51889487,-122.6774061",Huber's Cafe,Dining and Drinking,411 SW 3rd Ave,235
"45.51889487,-122.6774061",Fogo de Chão,Brazilian Restaurant,930 SW 6th Ave,248
"45.51889487,-122.6774061",Luc Luc Vietnamese Kitchens,Vietnamese Restaurant,835 SW 2nd Ave,285
"45.51889487,-122.6774061",40 LBS Coffee Bar,Café,824 SW 2nd Ave,291
"45.51889487,-122.6774061",2nd Avenue Records,Music Store,400 SW 2nd Ave,324
"45.51889487,-122.6774061",Arlene Schnitzer Concert Hall,Concert Hall,1037 SW Broadway,374
"45.52269573,-122.6703492",Lechon,American Restaurant,113 SW Naito Pkwy,157
"45.52269573,-122.6703492",Governor Tom McCall Waterfront Park,Urban Park,Naito Parkway,229
"45.52269573,-122.6703492",Japanese American Historical Plaza,Monument,121 NW 2nd Ave,145
"45.52269573,-122.6703492",Portland Burger,Beer Bar,304 SW 2nd Ave,333
"45.52269573,-122.6703492",Lan Su Chinese Garden,Chinese Restaurant,239 NW Everett St,373
"45.52269573,-122.6703492",2nd Avenue Records,Music Store,400 SW 2nd Ave,393
"45.52269573,-122.6703492",Ground Kontrol Classic Arcade,Amusement Park,511 NW Couch St,451
"45.52269573,-122.6703492",Huber's Cafe,Dining and Drinking,411 SW 3rd Ave,460
"45.52269573,-122.6703492",Killer Burger,Bar,510 SW 3rd Ave,508
"45.52269573,-122.6703492",Vera Katz Eastbank Esplanade,Hiking Trail,"Willamette River, Portland, OR 97232",530
"45.51946243,-122.6795143",MUJI,Retail,621 SW 5th Ave,154
"45.51946243,-122.6795143",Veggie Grill,Vegan and Vegetarian Restaurant,508 SW Taylor St,239
"45.51946243,-122.6795143",Fogo de Chão,Brazilian Restaurant,930 SW 6th Ave,260
"45.51946243,-122.6795143",Tiffany & Co.,Jewelry Store,330 SW Yamhill St,305
"45.51946243,-122.6795143",Arlene Schnitzer Concert Hall,Concert Hall,1037 SW Broadway,303
"45.51946243,-122.6795143",Southpark Seafood Grill & Wine Bar,Wine Bar,901 SW Salmon St,270
"45.51946243,-122.6795143",10th Avenue Liquor Store,Beer Store,925 SW 10th Ave,302
"45.51946243,-122.6795143",Portland Farmers Market at Shemanski Park,Farmers Market,850 SW Main St,328
"45.51946243,-122.6795143",The Daily Feast,Diner,837 SW 11th Ave,340
"45.51946243,-122.6795143",Stumptown Coffee Roasters,Burger Joint,1022 SW Harvey Milk St,351
"45.51803412,-122.6755071",Tiffany & Co.,Jewelry Store,330 SW Yamhill St,101
"45.51803412,-122.6755071",Luc Luc Vietnamese Kitchens,Vietnamese Restaurant,835 SW 2nd Ave,133
"45.51803412,-122.6755071",40 LBS Coffee Bar,Café,824 SW 2nd Ave,129
"45.51803412,-122.6755071",Killer Burger,Bar,510 SW 3rd Ave,155
"45.51803412,-122.6755071",MUJI,Retail,621 SW 5th Ave,197
"45.51803412,-122.6755071",Huber's Cafe,Dining and Drinking,411 SW 3rd Ave,220
"45.51803412,-122.6755071",2nd Avenue Records,Music Store,400 SW 2nd Ave,261
"45.51803412,-122.6755071",Veggie Grill,Vegan and Vegetarian Restaurant,508 SW Taylor St,247
"45.51803412,-122.6755071",Portland Burger,Beer Bar,304 SW 2nd Ave,322
"45.51803412,-122.6755071",Fogo de Chão,Brazilian Restaurant,930 SW 6th Ave,315
"45.5211726,-122.6763654",Huber's Cafe,Dining and Drinking,411 SW 3rd Ave,183
"45.5211726,-122.6763654",Killer Burger,Bar,510 SW 3rd Ave,237
"45.5211726,-122.6763654",Portland Burger,Beer Bar,304 SW 2nd Ave,269
"45.5211726,-122.6763654",2nd Avenue Records,Music Store,400 SW 2nd Ave,261
"45.5211726,-122.6763654",MUJI,Retail,621 SW 5th Ave,263
"45.5211726,-122.6763654",Ground Kontrol Classic Arcade,Amusement Park,511 NW Couch St,321
"45.5211726,-122.6763654",Tiffany & Co.,Jewelry Store,330 SW Yamhill St,398
"45.5211726,-122.6763654",Living Room Theatres,Movie Theater,341 SW 10th Ave,404
"45.5211726,-122.6763654",Stumptown Coffee Roasters,Burger Joint,1022 SW Harvey Milk St,435
"45.5211726,-122.6763654",Lechon,American Restaurant,113 SW Naito Pkwy,437
"45.54179953,-122.6614845",Wonder Ballroom,Concert Hall,128 NE Russell St,184
"45.54179953,-122.6614845",Ox,Argentinian Restaurant,2225 NE M L King Blvd,273
"45.54179953,-122.6614845",Whey Bar,Cocktail Bar,2225 NE M L King Blvd,272
"45.54179953,-122.6614845",Popeye's Louisiana Kitchen,Fast Food Restaurant,3120 NE M L King Blvd,444
"45.54179953,-122.6614845",Metropolis Cycle Repair,Bicycle Store,2249 N Williams Ave,524
"45.54179953,-122.6614845",Dawson Park,Playground,North Stanton Street and Williams,524
"45.54179953,-122.6614845",Ex Novo Brewing,Bar,2326 N Flint Ave,585
"45.54179953,-122.6614845",Irving Park,Park,"at NE Fremont St, Portland, OR 97212",611
"45.54179953,-122.6614845",The Bridge Christian Church of Portland,Church,636 NE Stanton St,287
"45.54179953,-122.6614845",Northeast Community Fellowship Foursquare Church,Church,636 NE Stanton St,288
"45.52247868,-122.6732969",Portland Burger,Beer Bar,304 SW 2nd Ave,232
"45.52247868,-122.6732969",Lechon,American Restaurant,113 SW Naito Pkwy,237
"45.52247868,-122.6732969",Ground Kontrol Classic Arcade,Amusement Park,511 NW Couch St,262
"45.52247868,-122.6732969",2nd Avenue Records,Music Store,400 SW 2nd Ave,283
"45.52247868,-122.6732969",Governor Tom McCall Waterfront Park,Urban Park,Naito Parkway,311
"45.52247868,-122.6732969",Lan Su Chinese Garden,Chinese Restaurant,239 NW Everett St,316
"45.52247868,-122.6732969",Huber's Cafe,Dining and Drinking,411 SW 3rd Ave,303
"45.52247868,-122.6732969",Killer Burger,Bar,510 SW 3rd Ave,367
"45.52247868,-122.6732969",Japanese American Historical Plaza,Monument,121 NW 2nd Ave,322
"45.52247868,-122.6732969",MUJI,Retail,621 SW 5th Ave,515
"45.51898132,-122.6812685",Southpark Seafood Grill & Wine Bar,Wine Bar,901 SW Salmon St,132
"45.51898132,-122.6812685",10th Avenue Liquor Store,Beer Store,925 SW 10th Ave,156
"45.51898132,-122.6812685",The Daily Feast,Diner,837 SW 11th Ave,201
"45.51898132,-122.6812685",Arlene Schnitzer Concert Hall,Concert Hall,1037 SW Broadway,208
"45.51898132,-122.6812685",Portland Farmers Market at Shemanski Park,Farmers Market,850 SW Main St,215
"45.51898132,-122.6812685",Portland Center for the Performing Arts,Comedy Club,1111 SW Broadway,252
"45.51898132,-122.6812685",Fogo de Chão,Brazilian Restaurant,930 SW 6th Ave,255
"45.51898132,-122.6812685",MUJI,Retail,621 SW 5th Ave,281
"45.51898132,-122.6812685",Veggie Grill,Vegan and Vegetarian Restaurant,508 SW Taylor St,273
"45.51898132,-122.6812685",Stumptown Coffee Roasters,Burger Joint,1022 SW Harvey Milk St,361
"45.53434532,-122.6848841",The Fields Neighborhood Park,Park,1099 NW Overton St,305
"45.53434532,-122.6848841",Ovation Coffee & Tea,Coffee Shop,941 NW Overton St,343
"45.53434532,-122.6848841",Sisters Coffee Company,Coffee Shop,1235 NW Marshall St,384
"45.53434532,-122.6848841",Tea Bar,Coffee Shop,1055 NW Northrup St,385
"45.53434532,-122.6848841",Paymaster Lounge,Dive Bar,1020 NW 17th Ave,502
"45.53434532,-122.6848841",Cascadia Coffee,Cocktail Bar,2010 NW Front Ave,481
"45.53434532,-122.6848841",Dockside Saloon & Restaurant,Dive Bar,2047 NW Front Ave,489
"45.53434532,-122.6848841",Pro Photo Supply,Camera Store,1112 NW 19th Ave,565
"45.53434532,-122.6848841",REI,Sporting Goods Retail,1405 NW Johnson St,625
"45.53434532,-122.6848841",Lucky Labrador Beer Hall,Brewery,1945 NW Quimby St,548
"45.5120668,-122.6536974",Pyro Pizza,Pizzeria,1207 SE Hawthorne Blvd,30
"45.5120668,-122.6536974",Lardo,American Restaurant,1212 SE Hawthorne Blvd,47
"45.5120668,-122.6536974",Upper Left Roasters,Coffee Shop,1204 SE Clay St,76
"45.5120668,-122.6536974",Hawthorne Asylum,Street Food Gathering,1080 SE Madison St,125
"45.5120668,-122.6536974",Grassa,Italian Restaurant,1375 SE Hawthorne Blvd,149
"45.5120668,-122.6536974",11th Avenue Liquor,Liquor Store,1040 SE Hawthorne Blvd,84
"45.5120668,-122.6536974",Good Coffee,Café,1150 SE 12th Ave,264
"45.5120668,-122.6536974",White Owl Social Club,Lounge,1305 SE 8th Ave,359
"45.5120668,-122.6536974",Kachka Co.,Russian Restaurant,960 SE 11th Ave,411
"45.5120668,-122.6536974",Roseline Coffee,Coffee Shop,1015 SE 11th Ave,412
"45.5200329,-122.7061544",Washington Park Amphitheater Portland,Amphitheater,410 SW Kingston Ave,75
"45.5200329,-122.7061544",International Rose Test Garden,Park,400 SW Kingston Ave,114
"45.5200329,-122.7061544",Portland Japanese Garden,Botanical Garden,611 SW Kingston Ave,184
"45.5200329,-122.7061544",Shakespeare Garden,Garden,"Portland, OR 97221",199
"45.5200329,-122.7061544",Washington Park,Park,2368 W Burnside St,310
"45.5200329,-122.7061544",Oregon Holocaust Memorial,Monument,SW Washington Way,305
"45.5200329,-122.7061544",The Umami Cafe,Café,611 SW Kingston Ave,206
"45.5200329,-122.7061544",Mac Trail,Hiking Trail,"Portland, OR 97205",93
"45.5200329,-122.7061544",Royal Rosarian Garden,Park,"Portland, OR 97205",186
"45.5200329,-122.7061544",Rose Garden Children's Park,Playground,SW Sherwood Blvd,397
"45.5041321,-122.5451016",Tik Tok Restaurant,Diner,11215 SE Division St,214
"45.5041321,-122.5451016",Ez Freezy,Frozen Yogurt Shop,11904 SE Division St,358
"45.5041321,-122.5451016",Grocery Outlet,Grocery Store,12102 SE Division St,479
"45.5041321,-122.5451016",Roman Russian Food Store,Grocery Store,10918 SE Division St,464
"45.5041321,-122.5451016",T-Mobile,Mobile Phone Store,11924 SE Division St,356
"45.5041321,-122.5451016",Petco,Pet Supplies Store,12020 SE Division St,417
"45.5041321,-122.5451016",Rite Aid,Drugstore,11930 SE Division St,409
"45.5041321,-122.5451016",Papa Murphys Take n Bake,Pizzeria,2609 SE 122nd Ave,554
"45.5041321,-122.5451016",Taco Time,Fast Food Restaurant,12122 SE Division St,555
"45.5041321,-122.5451016",Popeyes Louisiana Kitchen,American Restaurant,2680 SE 122nd Ave,643
"45.52384,-122.673508",Lan Su Chinese Garden,Chinese Restaurant,239 NW Everett St,166
"45.52384,-122.673508",Ground Kontrol Classic Arcade,Amusement Park,511 NW Couch St,181
"45.52384,-122.673508",Lechon,American Restaurant,113 SW Naito Pkwy,354
"45.52384,-122.673508",Portland Burger,Beer Bar,304 SW 2nd Ave,384
"45.52384,-122.673508",Japanese American Historical Plaza,Monument,121 NW 2nd Ave,296
"45.52384,-122.673508",2nd Avenue Records,Music Store,400 SW 2nd Ave,434
"45.52384,-122.673508",Governor Tom McCall Waterfront Park,Urban Park,Naito Parkway,435
"45.52384,-122.673508",Huber's Cafe,Dining and Drinking,411 SW 3rd Ave,443
"45.52384,-122.673508",Killer Burger,Bar,510 SW 3rd Ave,509
"45.52384,-122.673508",Powell's City of Books,Bookstore,1005 W Burnside St,616
"45.526473,-122.6026943",Seven Virtues,Burger Joint,5936 NE Glisan St,29
"45.526473,-122.6026943",UFO Pizza,Pizzeria,6024 NE Glisan St,73
"45.526473,-122.6026943",Redbox,Video Store,5920 E Burnside St,401
"45.526473,-122.6026943",Tabor Tavern,Bar,5325 E Burnside St,594
"45.526473,-122.6026943",Starbucks,Coffee Shop,5544 E Burnside St,531
"45.526473,-122.6026943",Fred Meyer,Grocery Store,6615 NE Glisan St,488
"45.526473,-122.6026943",Providence Professional Plaza,Doctor's Office,5050 NE Hoyt St,699
"45.526473,-122.6026943",Starbucks,Coffee Shop,6615 NE Glisan St,534
"45.526473,-122.6026943",Normandale Park,Dog Park,5700 NE Halsey St,649
"45.526473,-122.6026943",Baerlic Brewing Beer Hall,Bar,6035 NE Halsey St,832
"45.5891923,-122.7389314",Big Kahuna's BBQ & Catering,BBQ Joint,7123 N Lombard St,212
"45.5891923,-122.7389314",The St Johns Beer Porch,Food Truck,7316 N Lombard St,310
"45.5891923,-122.7389314",Captured By Porches Beer Bus,Bar,7316 N Lombard St,315
"45.5891923,-122.7389314",Lombard House,Beer Bar,7337 N Lombard St,317
"45.5891923,-122.7389314",Starbucks,Coffee Shop,6850 N Lombard St,322
"45.5891923,-122.7389314",Grocery Outlet,Grocery Store,7741 N Lombard St,550
"45.5891923,-122.7389314",Ace Hardware,Hardware Store,7825 N Lombard St,617
"45.5891923,-122.7389314",Leisure Public House,Bar,8002 N Lombard St,722
"45.5891923,-122.7389314",The Belmont Goats,Non-Profit Organization,6631 N Syracuse St,651
"45.5891923,-122.7389314",New Seasons Market,Grocery Store,6300 N Lombard St,768
"45.5152252,-122.6783454",Veggie Grill,Vegan and Vegetarian Restaurant,508 SW Taylor St,244
"45.5152252,-122.6783454",Tiffany & Co.,Jewelry Store,330 SW Yamhill St,294
"45.5152252,-122.6783454",Higgins Restaurant & Bar,French Restaurant,1239 SW Broadway,291
"45.5152252,-122.6783454",Luc Luc Vietnamese Kitchens,Vietnamese Restaurant,835 SW 2nd Ave,306
"45.5152252,-122.6783454",Keller Auditorium,Music Venue,222 SW Clay St,297
"45.5152252,-122.6783454",40 LBS Coffee Bar,Café,824 SW 2nd Ave,330
"45.5152252,-122.6783454",Murata Restaurant,Sushi Restaurant,200 SW Market St,354
"45.5152252,-122.6783454",Salmon Street Springs Fountain,Park,501-695 SW Naito Pkwy,392
"45.5152252,-122.6783454",Portland Art Museum,Art Museum,1219 SW Park Ave,423
"45.5152252,-122.6783454",Killer Burger,Bar,510 SW 3rd Ave,534
"45.5127694,-122.6834745",Portland Farmer's Market at PSU,Farmers Market,Southwest Montgomery Street,130
"45.5127694,-122.6834745",Love Belizean,Caribbean Restaurant,1503 SW Broadway,132
"45.5127694,-122.6834745",Park Avenue Cafe,Coffee Shop,1525 SW Park Ave,133
"45.5127694,-122.6834745",Starbucks,Coffee Shop,1742 SW 6th Ave,143
"45.5127694,-122.6834745",Schmizza Pub & Grub,Pizzeria,415 SW Montgomery St,277
"45.5127694,-122.6834745",Higgins Restaurant & Bar,French Restaurant,1239 SW Broadway,318
"45.5127694,-122.6834745",Portland Art Museum,Art Museum,1219 SW Park Ave,384
"45.5127694,-122.6834745",Chipotle Mexican Grill,Fast Food Restaurant,1948 SW Broadway,341
"45.5127694,-122.6834745",Keller Auditorium,Music Venue,222 SW Clay St,399
"45.5127694,-122.6834745",Murata Restaurant,Sushi Restaurant,200 SW Market St,405
"45.5105937,-122.6854322",Chipotle Mexican Grill,Fast Food Restaurant,1948 SW Broadway,110
"45.5105937,-122.6854322",Portland Farmer's Market at PSU,Farmers Market,Southwest Montgomery Street,186
"45.5105937,-122.6854322",Duck House Chinese Restaurant,Chinese Restaurant,1968 SW 5th Ave,257
"45.5105937,-122.6854322",Starbucks,Coffee Shop,1742 SW 6th Ave,303
"45.5105937,-122.6854322",Schmizza Pub & Grub,Pizzeria,415 SW Montgomery St,377
"45.5105937,-122.6854322",Love Belizean,Caribbean Restaurant,1503 SW Broadway,412
"45.5105937,-122.6854322",Park Avenue Cafe,Coffee Shop,1525 SW Park Ave,380
"45.5105937,-122.6854322",Murata Restaurant,Sushi Restaurant,200 SW Market St,572
"45.5105937,-122.6854322",Keller Auditorium,Music Venue,222 SW Clay St,592
"45.5105937,-122.6854322",Higgins Restaurant & Bar,French Restaurant,1239 SW Broadway,601
"45.5229692,-122.6790213",Powell's City of Books,Bookstore,1005 W Burnside St,184
"45.5229692,-122.6790213",Powell's Books,Bookstore,1005 W Burnside St,187
"45.5229692,-122.6790213",Powell's Books Rose Room,Bookstore,1005 W Burnside St,199
"45.5229692,-122.6790213",Living Room Theatres,Movie Theater,341 SW 10th Ave,191
"45.5229692,-122.6790213",Wailua Shave Ice,Dessert Shop,1022 W Burnside St,214
"45.5229692,-122.6790213",Stumptown Coffee Roasters,Burger Joint,1022 SW Harvey Milk St,228
"45.5229692,-122.6790213",Powell's Books Orange Room,Bookstore,1005 W Burnside St,232
"45.5229692,-122.6790213",Ground Kontrol Classic Arcade,Amusement Park,511 NW Couch St,276
"45.5229692,-122.6790213",Deschutes Brewery Portland Public House,Bar,210 NW 11th Ave,289
"45.5229692,-122.6790213",Teardrop Lounge,Cocktail Bar,1015 NW Everett St,308
"45.491114,-122.648666",Ruse Brewing,Bar,4784 SE 17th Ave,385
"45.491114,-122.648666",Houndog Bar & Grill,Bar,4463 SE Milwaukie Ave,220
"45.491114,-122.648666",Hip Chicks Do Wine,Winery,4510 SE 23rd Ave,498
"45.491114,-122.648666",La Carreta Mexican Restaurant,Mexican Restaurant,4534 SE McLoughlin Blvd,366
"45.491114,-122.648666",Trackers Earth Portland,Campground,4617 SE Milwaukie Ave,295
"45.491114,-122.648666",ECOFloors,Carpet and Flooring Contractor,4726 SE Milwaukie Ave,313
"45.491114,-122.648666",Brooklyn Yard Veterinary Hospital,Veterinarian,1280 SE Holgate Blvd,328
"45.491114,-122.648666",Dutch Bros Coffee,"Cafe, Coffee, and Tea House",4455 SE 26th Ave,680
"45.491114,-122.648666",Portland Cà Phê,Café,2815 SE Holgate Blvd,884
"45.491114,-122.648666",Rose City Coffee,Coffee Shop,3370 SE Milwaukie Ave,935
"45.5664147,-122.6607857",Starbucks,Coffee Shop,5920 NE M L King Blvd,62
"45.5664147,-122.6607857",Popeyes Louisiana Kitchen,American Restaurant,5949 NE M L King Blvd,87
"45.5664147,-122.6607857",Starbucks,Coffee Shop,6003 NE M L King Blvd,87
"45.5664147,-122.6607857",Redbox,Video Store,6116 NE M L King Blvd,80
"45.5664147,-122.6607857",Walgreens,Drugstore,6116 NE M L King Blvd,74
"45.5664147,-122.6607857",Korita Sabor Casero,Mexican Restaurant,5800 NE M L King Blvd,158
"45.5664147,-122.6607857",Cafe Eleven,Café,435 NE Rosa Parks Way,406
"45.5664147,-122.6607857",Curious Comedy Theater,Comedy Club,5225 NE M L King Blvd,609
"45.5664147,-122.6607857",Breakside Brewery,Bar,820 NE Dekum St,660
"45.5664147,-122.6607857",Woodlawn Coffee and Pastry,Bakery,808 NE Dekum St,660
"45.5696768,-122.6820685",The Arbor Lodge,Coffee Shop,1507 N Rosa Parks Way,51
"45.5696768,-122.6820685",New Seasons Market,Grocery Store,6400 N Interstate Ave,92
"45.5696768,-122.6820685",Nite Hawk Cafe & Lounge,Cocktail Bar,6423 N Interstate Ave,39
"45.5696768,-122.6820685",El Burrito Azteca,Latin American Restaurant,1942 N Rosa Parks Way,399
"45.5696768,-122.6820685",Grind House Coffee,Bagel Shop,1934 N Rosa Parks Way,392
"45.5696768,-122.6820685",Azteca Mexican,Bar,1942 N Rosa Parks Way,406
"45.5696768,-122.6820685",Papa Murphys Take n Bake,Pizzeria,2004 N Rosa Parks Way,439
"45.5696768,-122.6820685",Peninsula Park and Rose Gardens,Playground,700 N Rosa Parks Way,716
"45.5696768,-122.6820685",Gonzalez Taqueria,Fast Food Restaurant,1540 N Killingsworth St,798
"45.5696768,-122.6820685",Up North Surf Club,Beer Bar,1229 N Killingsworth St,772
"45.5717805,-122.6564844",Breakside Brewery,Bar,820 NE Dekum St,25
"45.5717805,-122.6564844",Woodlawn Coffee and Pastry,Bakery,808 NE Dekum St,45
"45.5717805,-122.6564844",Firehouse Restaurant,Pizzeria,711 NE Dekum St,65
"45.5717805,-122.6564844",Woodlawn Park,Playground,NE 13TH Ave,248
"45.5717805,-122.6564844",P's & Q's Market,Grocery Store,1301 NE Dekum St,379
"45.5717805,-122.6564844",Cafe Eleven,Café,435 NE Rosa Parks Way,367
"45.5717805,-122.6564844",High Water Mark Lounge,Lounge,6800 NE M L King Blvd,372
"45.5717805,-122.6564844",Ranch Pizza,Pizzeria,1760 NE Dekum St,733
"45.5717805,-122.6564844",Tough Luck,Cocktail Bar,1771 NE Dekum St,743
"45.5717805,-122.6564844",Tamale Boy,Tex-Mex Restaurant,1764 NE Dekum St,742
"45.5517567,-122.5398468",Burgerville,Burger Joint,4229 NE 122nd Ave,227
"45.5517567,-122.5398468",Park Rose Branch Post Office,Post Office,4048 NE 122nd Ave,264
"45.5517567,-122.5398468",7-Eleven,Convenience Store,4250 NE 122nd Ave,309
"45.5517567,-122.5398468",Round Table Pizza,Pizzeria,4141 NE 122nd Ave,209
"45.5517567,-122.5398468",Redbox,Video Store,4250 NE 122nd Ave,303
"45.5517567,-122.5398468",Wendy's,Fast Food Restaurant,4323 NE 122nd Ave,287
"45.5517567,-122.5398468",C and K Custom Remodeling,General Contractor,3560 NE 120th Ave,314
"45.5517567,-122.5398468","Chen's Acupuncture and Massage Center, PC",Acupuncture Clinic,3620 NE 122nd Ave,359
"45.5517567,-122.5398468",Oregon Physical Therapy & Sports Medicine Center,Physical Therapy Clinic,3620 NE 122nd Ave,366
"45.5517567,-122.5398468",Luuwit View Park,Park,NE 127TH Ave,723
"45.5627673,-122.6598278",Curious Comedy Theater,Comedy Club,5225 NE M L King Blvd,248
"45.5627673,-122.6598278",The Bye and Bye,Speakeasy,1011 NE Alberta St,530
"45.5627673,-122.6598278",Starbucks,Coffee Shop,5920 NE M L King Blvd,355
"45.5627673,-122.6598278",Popeyes Louisiana Kitchen,American Restaurant,5949 NE M L King Blvd,411
"45.5627673,-122.6598278",Korita Sabor Casero,Mexican Restaurant,5800 NE M L King Blvd,270
"45.5627673,-122.6598278",Radio Room,Bar,1101 NE Alberta St,581
"45.5627673,-122.6598278",Portland Farmers Market,Farmers Market,N McClellan St,627
"45.5627673,-122.6598278",Starbucks,Coffee Shop,6003 NE M L King Blvd,462
"45.5627673,-122.6598278",Donnie Vegas,Night Club,1203 NE Alberta St,634
"45.5627673,-122.6598278",ReClaim It,Vintage and Thrift Store,1 N Killingsworth St,567
"45.5590714,-122.646602",Petite Provence,Bakery,1824 NE Alberta St,34
"45.5590714,-122.646602",Les Caves: A Winery Bar,Wine Bar,1719 NE Alberta St,47
"45.5590714,-122.646602",Gumba,Pizzeria,1477 NE Alberta St,57
"45.5590714,-122.646602",Proud Mary,Coffee Shop,2012 NE Alberta St,164
"45.5590714,-122.646602",Salt & Straw,Ice Cream Parlor,2035 NE Alberta St,191
"45.5590714,-122.646602",Bollywood Theater,South Indian Restaurant,2039 NE Alberta St,202
"45.5590714,-122.646602",Alberta Cooperative Gr,Organic Grocery,1500 NE Alberta St,222
"45.5590714,-122.646602",Great Notion Brewing,Bar,2204 NE Alberta St,298
"45.5590714,-122.646602",Pine State Biscuits,American Restaurant,2204 NE Alberta St,304
"45.5590714,-122.646602",Sip Juice Cart,Dining and Drinking,"Portland, OR 97211",309
"45.5335216,-122.5582468",Siam Grill,Thai Restaurant,10355 NE Halsey St,194
"45.5335216,-122.5582468",Bradford's Sports Lounge,Lounge,10346 NE Halsey St,177
"45.5335216,-122.5582468",Starbucks,Coffee Shop,1111 NE 102nd Ave,354
"45.5335216,-122.5582468",Providence Medical Group,Doctor's Office,1321 NE 99th Ave,375
"45.5335216,-122.5582468",Kings Omelets Restaurant,Diner,10711 NE Halsey St,428
"45.5335216,-122.5582468",Clamity Jae's,Bar,10805 NE Halsey St,561
"45.5335216,-122.5582468",Lily Market,Grocery Store,11001 NE Halsey St,661
"45.5335216,-122.5582468",El Indio,Mexican Restaurant,11114 NE Halsey St,765
"45.5335216,-122.5582468",Mc Gillacuddy's Sports Bar,Karaoke Bar,11133 NE Halsey St,788
"45.576983,-122.6819395",Sherwin-Williams,Painter,1440 N Lombard St,36
"45.576983,-122.6819395",Panda Express,Chinese Restaurant,1440 N Lombard St,18
"45.576983,-122.6819395",Heavenly Donuts,Donut Shop,1915 N Lombard St,322
"45.576983,-122.6819395",Tiny Bubble Room,Cocktail Bar,2025 N Lombard St,438
"45.576983,-122.6819395",Little Caesars Pizza,Pizzeria,926 N Lombard St,405
"45.576983,-122.6819395",Mi Burrito,Fast Food Restaurant,819 N Lombard St,513
"45.576983,-122.6819395",Casa Zoraya,Peruvian Restaurant,841 N Lombard St,480
"45.576983,-122.6819395",7-Eleven,Convenience Store,1931 N Lombard St,363
"45.576983,-122.6819395",Eagle Portland,Gay Bar,835 N Lombard St,499
"45.576983,-122.6819395",The Arbor Lodge,Coffee Shop,1507 N Rosa Parks Way,770
"45.5477847,-122.6812779",Overlook Park,Park,N Interstate Ave,125
